Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
196711,71.48,214.32,314.34,182.34,279.69,108.3,82.07,193.92,614.95,63.89,-99.99,290.45,741.69,364.28,26.87,75.02,106.03,39.51,209.19,112.02,144.78,148.81,651.75,294.6,123.13,193.27,61.43,193.33,149.42,840.34,365.43,1617.88,32.4,90.47,1685.38,34.76,209.23,119.35,193.3,336.37,204.6,34.02,172.58,85,155.56,226.36,31.3,125.2,68.78
196712,68.87,210.43,336.24,180.13,262.08,102.81,80.37,201.29,635.21,63.12,-99.99,320.11,747.11,355.65,26.26,74.22,104.04,41.25,210.81,116.79,143.63,149.3,650.13,302.6,118.59,190.13,66.3,193.28,144.87,846.46,375.24,1604.35,34.15,90.41,1802.47,39.46,203.17,118.34,188.22,339.36,203.27,34.05,173.92,91.47,151.65,208.43,30.37,126.69,67.62
196801,72.12,222.52,330.08,178.8,290.89,102.93,85.93,198.23,648,67.59,-99.99,339.67,769.57,379.78,28.79,75.36,110.83,45.83,220.53,119.87,150.77,156.41,685.84,315.54,127.79,190.18,73.32,201.84,153.85,872.03,388.63,1674.68,39.55,104.88,1920.55,43.14,202.32,116.23,211.3,353.35,207.43,38,178.61,102.37,159.77,228.06,35.71,138.32,38.44
196802,68.35,221.35,321.37,177.11,290.71,99.99,84.52,191.88,580.62,68.02,-99.99,320.42,716.96,361.7,29.45,76.87,111.15,45.66,211.77,115.26,144.87,142.19,654.65,276.2,126.04,185.81,77.17,192.15,157.4,860.96,388.02,1719.76,39.01,101.63,1751.79,30.7,187.34,102.44,208.32,334.83,189.62,38.6,181.57,95.23,168.49,233.14,35.76,138,37.07
196803,59.49,214.4,338.01,173.78,312.97,97.73,74.29,181.65,562.39,64.24,-99.99,303.28,685.35,344.44,26.57,75.14,106.68,41.83,201.15,107.04,136.15,135.54,629.78,265.23,119.83,173.61,91.42,182.75,146.36,833.71,380.55,1662.72,35.63,94.22,1696.52,23.98,172.74,95.05,194.48,322.76,184.47,33.53,181.2,87.96,171.52,217.43,32.57,129.54,34.41
196804,58.6,211.47,352,177.11,307.01,102.65,78.49,185.08,581.76,62.37,-99.99,303.85,685.02,342.02,25.75,75.46,107.03,40.67,199.47,106.44,135.35,134.29,626.63,265.63,121.8,174.51,81.46,185.18,99.94,839.39,358.71,1640.51,32.96,95.05,1788.41,23.35,174.03,101.57,197.81,327.53,186.83,32.83,187.99,90,173.11,216.75,33.89,129.63,33.78
196805,62.53,233.76,388.48,186.81,324.02,120.1,95.45,222.89,646.05,71.35,-99.99,327.98,771.44,368.52,30.56,86.16,123.13,45.86,214.6,116.67,152.52,156.73,699.11,295.08,134.82,195.64,87.07,197.15,112.84,884.92,366.04,1676.87,41.81,110,2001.46,29.69,197.02,114.01,225.16,373.61,209.89,38.19,210.21,106.42,189.39,232.02,40.57,146.98,40.83
196806,62.7,250.82,424.68,193.33,322.01,127.63,101.5,232.17,659.21,76.11,-99.99,353.12,787.63,368.7,32.23,92.9,128.75,53,225.28,120.68,158.24,162.16,697.18,304.87,133.95,206.53,96.51,203.35,125.2,926.88,366.06,1648.75,47.45,112.5,2102.93,27.91,194.34,120.83,229.97,414.84,223.31,42.67,215.32,121.05,204.15,263.32,43.45,155,44.06
196807,63.78,252.35,458.63,219.79,365.36,119.25,99.1,226.7,614.01,77.11,-99.99,303.12,791.41,362.51,40.51,89.17,123.85,86.7,225.08,112.24,156.24,153.47,645.25,299.89,133.5,198.57,95.75,202.78,126.98,940.14,393.25,1538.98,63.29,104.64,1965.3,27.67,187,117.83,251.87,378.76,220.68,53.93,207.42,135.2,222.1,319.96,51.01,183.25,44.07
196808,63.89,242.27,431.72,221.12,360.29,113.65,95.99,210.58,587.52,74.72,-99.99,289.66,759.09,358.11,38.37,85.63,124.37,80.81,209.5,101.13,150.19,147.21,629.21,278.44,127.19,187.05,87.59,190.27,124.17,988.54,392.7,1535.98,60.57,99.38,1867.92,26.79,172.97,112.51,244.39,361.55,211.91,49.53,196.91,126.15,216.8,302.34,51.69,181.53,43.02
196809,63.19,244.13,451.17,237.53,344.74,115.92,104.1,210.26,599.01,79.22,-99.99,285.78,763.61,365.53,38.31,92.8,134.13,84.14,211.29,98.88,156.21,148.06,634.41,278.76,130.45,209.91,89.97,168.69,122.3,994.86,387.58,1539.82,64.84,98.17,1852.68,24.17,179.6,115.74,262.91,376.94,212.9,49.56,200.85,133.57,223.78,224.81,56.2,188.83,42.65
196810,69.42,257.32,444.89,248.3,363.97,128.86,120.11,220.8,616.87,82.13,-99.99,284.37,771.87,390.46,40.5,99.5,140.32,90.81,231.36,99.59,166.29,154.07,678.75,283.96,137.99,233.04,90.66,176.58,130.88,1030.36,387.31,1583.61,72.17,109.16,1877.83,26.79,189.77,125.51,280.61,383.9,236.78,54,218.57,144.03,238.88,281.65,63.73,200.22,36.31
196811,73.25,259.53,448.68,235.61,369.67,128.27,119.16,226.63,627.39,83.38,-99.99,280.93,772.67,403.89,41.12,101.36,137.45,90.25,237.84,98.61,168.67,152.76,704.75,278.64,138.51,226.45,88.96,175.3,124.11,1053.71,387.85,1633.73,73.23,109.94,1744.68,24.76,187.27,130.51,296.63,397.33,235.73,56.1,221.65,153.63,246.26,277.3,64.96,208.83,33.71
196812,77.76,273.58,469.3,247.2,364.33,135.36,126.95,227.96,669.58,88.2,-99.99,312.23,827.64,421.29,43.82,107.73,146.16,94.58,252.29,102.79,178.53,160.33,681,298.27,153.8,259.94,97.42,198.04,135.69,1117.84,420.15,1707.8,71.22,118.5,1908.26,24.03,199.35,143.57,317.07,423.95,253.24,62.03,231.01,168.32,254.03,278.58,73.47,229.52,36.17
196901,76.68,269.24,456.08,245.02,401.31,130.04,121.18,216.73,621.76,86.89,-99.99,323.29,810.3,409.63,44.96,103.75,143.69,89.95,256.15,101.85,175.15,151.51,653.57,287.95,156.25,249.17,102.82,201.95,135.91,1088.24,406.76,1591.17,69.77,112.92,1789.52,22.72,191.03,138.15,304.32,405.23,244.59,63.35,222.11,170.8,238.27,274.64,74.49,217.71,38.93
196902,80.28,269.6,455.39,243.7,415.48,127.9,120.36,204.92,621.87,86.23,-99.99,319.52,809.36,407.24,42.66,99.2,142.16,89.71,267.01,99.26,174.15,151.4,646.96,279.38,150.68,240.62,103.88,193.82,137,1074.23,415.41,1610.22,66.01,116.53,1699.24,22.13,181.77,141.49,305.45,394.14,251.63,62.27,220.05,169.06,237.94,263.5,69.35,219.42,40.92
196903,73.21,253.01,432.33,230.75,372.34,121.47,111.28,191.54,591.23,77.93,-99.99,309.98,761.19,381.96,38.57,90.88,134.1,81.99,242.56,91.98,162.34,144.78,625.52,257.13,137.04,218.75,98.39,178.11,126.92,1011.77,391.95,1541.77,61.43,106.4,1668.11,19.22,169.57,130.78,292.44,373.3,234.47,53.79,214.46,149.01,222.93,237.71,60.36,198.43,35.52
196904,78.15,259.5,447.35,233.82,365.42,126.01,106.65,198.9,603.83,78.67,-99.99,334.51,778.26,385.58,38.44,88.96,139.74,85.43,249.12,91.47,166.87,149.6,655.28,251.26,141.13,224.7,101.08,173.85,119.21,1084.03,385.53,1585.91,56.84,112.44,1790.23,19.51,173.47,135.09,324.13,398.32,226.53,55.53,226.7,153.87,231.53,220.03,65.94,207.53,35.22
196905,74.01,265.36,455.45,236.27,357.76,134.47,111.39,198.46,633.73,77.45,-99.99,350.26,816.57,380.73,38.11,88.52,142.93,85.84,248.59,85.44,167.08,148.13,654.02,242.97,131.51,225.87,104.28,174.46,106.55,1079.2,389.35,1708.57,53.14,115.65,1920.38,17.04,178.93,134.1,348.73,405.57,214.98,57.42,236.51,164.06,240.22,224.54,74.79,208.08,33.43
196906,72.36,268.24,465.55,242.61,360.3,130.62,105.77,202.2,633.57,76.86,-99.99,355.43,827.43,376.69,38.89,89.15,142.6,88.89,239.77,82.32,164.88,149.6,656.56,222.27,132.87,218.14,108.04,175.47,106.92,1109.88,387.65,1712.2,49.07,114.5,1870.14,18.06,177.44,137.74,335.21,414.3,209.28,54.68,237.85,169.01,229.94,223.08,75.73,213.51,33.01
196907,61.94,263.15,439.82,201.49,338.54,107.71,95.42,192.43,555.22,69.58,100.03,361.54,740.78,337.51,38.97,79.61,129.92,94.05,207.44,74.5,152.79,142.26,587.27,183,118.24,191.25,101,167.12,97.32,999.07,358.74,1552.99,47.96,103.84,1636.17,20.38,158.09,121.64,296.61,338.17,186.9,56.09,213.26,156.64,262.14,415.89,72.13,216.37,25.38
196908,56.2,244.28,424.2,197.14,322.01,99.3,85.65,171.13,535.64,61.08,97.16,361.64,715.16,325.96,34.34,74.4,120.94,85.12,193.73,66.78,142.76,129.92,545.92,159.3,108.04,173.19,79.96,156.57,102.47,900.33,346.78,1483.21,42.77,96.65,1555.55,15.05,149.03,115.42,285.33,327.2,163.37,50.31,195.29,140.32,245.25,372.53,62.54,195.08,22.22
196909,58.69,254.62,447.02,209.7,331.29,105.47,95.52,187.73,559.99,62.95,110.58,410.41,770.39,334.52,36.01,77.31,130.72,92.48,193.28,68.79,146.69,135.21,556.82,166.71,117.1,172.49,87.9,166.89,107.37,953.22,340.62,1492.7,43.59,99.33,1671.49,17.53,156.55,121.02,295.55,346.04,171.41,53.37,211.82,152.73,274.89,417.21,72.17,212.21,23.9
196910,59.36,252.39,468.23,205.4,344.44,107.23,96.03,186.29,556.13,61.09,116.12,418.62,786.49,315.79,36.27,74.69,125.74,90.18,190.97,65.86,143.11,132.78,551.42,157.04,117,166.21,92.31,168.49,106.73,860.04,325.14,1431.4,44.86,101.22,1667.87,15.43,160.07,123.79,289.3,350.05,168.39,53.46,210.07,150.92,264.92,445.81,69.59,206.95,22.82
196911,68.64,272.06,500.08,229.02,386.78,114.1,108.46,200.25,597.2,65.43,141.53,453.6,856.59,329.44,39.02,79.51,136.37,98.84,207.8,68.76,150.86,146.88,577.23,166.48,123.97,182.16,82.88,176.38,156.15,846.16,350.69,1481.47,49.55,112.56,1738.3,22.1,173.52,136.7,309.4,361.54,176.23,59.42,222.79,164.41,299.59,469.93,72.22,227.48,22.95
196912,66.98,269.24,473.51,222.05,412.37,107.73,104.62,191.91,581.12,63.32,135.25,460.47,854.4,312.38,36.57,75.96,131.76,88.99,197.11,65.67,145.91,143.69,546.74,150.9,116.34,165.69,80.16,176.72,162.37,802.82,330.57,1484.68,47.19,109.44,1719.78,19.05,166.1,130.3,297.43,353.44,161.17,54.29,214.8,160.33,275.18,445.52,67.52,211.6,22.13
197001,66.46,263.08,490.8,219.96,403.71,100.41,100.93,185.22,585.66,59.33,144.29,496.15,882.2,300.43,31.54,71.39,127.78,81.84,194.19,73.17,141.26,139.89,528.93,140.82,111.9,158.78,71.94,172.06,170.67,777.38,327.06,1399.33,47.75,110.47,1724.47,16.19,159.42,132.65,293.67,343.83,148.19,52.54,209.75,151.79,270.21,431.78,64.37,205.15,19.47
197002,66.66,255.42,511.3,216.78,375.03,92.41,95.1,164.12,544.86,56.19,137.46,441.34,827.81,280.02,31.51,68.02,116.21,71.77,180.94,70.26,131.59,131.06,481.62,121.59,108.1,143.59,72.84,167.81,169.95,684.84,312.04,1363.55,36.31,100.41,1571.62,11.43,142.96,122.67,270.23,314.31,136.78,48.46,197.45,132.75,247.92,392.36,57.3,183.72,18.73
197003,72.9,269.58,530.63,231.07,372.08,97.82,106.86,164.83,545.33,57.91,108.13,467.21,872.3,288.34,32.56,71.08,126.9,71.65,198.96,72.81,139.59,141.19,514.27,126.38,118.96,151.78,72.21,179.36,198.53,714.93,336.32,1457.66,35.49,103.56,1596.27,13.33,151.73,124.86,279.03,333.06,148.49,49.22,208.25,141.48,286.17,431.36,57.35,197.96,17.93
197004,63.21,267.25,522.67,228.97,376.68,94.8,104.06,159.69,539.1,57.12,103.52,437.5,829.69,290.09,32.23,71.61,125.09,66.93,200.21,73,144.17,147.51,538.25,122.26,118.59,144.03,74.12,176.36,191.54,711.46,344.62,1487.36,31.66,98.86,1570.74,12.19,147.46,114.84,281.75,325.1,143.25,46.55,205.85,130.82,286.93,429.66,56.7,196.6,17.92
197005,51.71,238.7,477.3,207.24,365.58,77.74,81.31,135.46,501.15,48.81,63.03,387.58,749.91,277.42,27.23,65.92,113.35,56.75,182.88,55.24,128.03,135.09,488.46,102.45,110.34,128.02,63.41,153.05,163.33,646.13,315.63,1356.59,23.98,77.92,1363.33,7.81,121,99.45,262.31,289.88,126.11,36.96,185.96,104.83,257.7,362.98,45.95,169.22,13.54
197006,57.39,216.95,459.45,193.99,374.51,71.47,73.42,111.25,458.84,44.09,46.6,355.46,690.38,267.46,23.58,58.98,102.52,50.35,164.04,49.54,114.94,122.94,459.84,93.5,98.46,116.82,58.43,147.99,172.91,662.88,296.89,1291.29,20.19,69.83,1285.93,5.33,104.85,77.1,244.53,258.92,116.39,33.45,167.68,90.16,240.26,329.73,39.05,152.71,12.8
197007,49.61,211.34,451.77,179.09,399.37,70.49,73.36,95.75,420.45,41.92,34.06,329.32,704.16,265.37,21.12,52.48,97.83,40.71,151.72,39.42,103.1,126.86,429.63,80.37,92.54,113.16,65.55,135.83,171.94,608.35,282.42,1144.28,30.31,59.79,1147.55,77.15,94.14,84.18,235.45,239.92,101.99,33.5,152.93,82.18,221.72,302.34,39.47,136.33,12.93
197008,48.95,222.63,478.14,191,412.85,79.11,74.2,108.21,439.31,45.26,32.55,335.06,719.74,287.92,22.35,57.78,107.38,43.49,156.88,44.31,107.42,133.58,471.84,83.82,96.27,130.04,72.16,136.45,182.29,684.25,305.85,1261.79,34.11,63.81,1152.31,67.87,101.44,87.91,254.09,254.21,110.43,34.98,170.4,85.5,236.12,332.77,44.57,150.15,12.82
197009,48.8,222.78,469.36,185.26,411.47,87.76,76.61,114.9,456.78,48.42,35.91,341.77,728.88,300.74,23.27,60.21,110.85,46.6,155.17,48.38,111.33,136.18,510.44,93.81,96.42,139,79.7,139.57,176.94,724.14,318.17,1323.57,35.03,66.13,1234.38,120.73,111.9,99.47,267.04,273.82,118.86,37.2,178.42,91.04,250.12,336.68,47.31,161.36,14.69
197010,56.02,233.47,486.15,192.61,412.99,93.24,91.52,123.22,485.19,54.1,48.34,370.25,784.22,299.75,24.97,63.72,118.16,54.21,161.3,54.37,119.86,140.34,518.13,101.86,104.86,145.16,84.07,151.71,219.58,753.01,315.11,1307.85,42.22,73.42,1363.96,209.65,121.1,109.03,268.95,281.18,129.22,43.11,190.42,106.45,246.18,365.74,54.33,177.43,15.49
197011,53.46,232.95,506.9,190.46,455.3,89.13,87.6,119.4,488.94,52.01,39.6,374.81,796.88,286.92,23.05,62.24,113.9,47.87,152.53,49.55,115.72,146.52,502.45,90.32,99.85,132.31,85.78,141.63,232.93,771.45,311.28,1258.81,41.46,70.5,1337.87,139.49,109.74,103.95,250.6,274.04,122.72,39.77,189.25,103.62,233.13,327.57,49,163.31,12.48
197012,52.48,243.74,538.54,188.26,497,94.61,96.93,123.45,515.92,53.2,39.73,378.86,821.18,298.25,22.98,63.79,116.12,48.47,156.82,53.49,119.39,151.21,539.35,92.57,110.17,151.01,82.16,139.2,253.62,803.83,338.55,1320.73,39.28,72.26,1383.74,153.36,117.48,105.93,243.98,276.67,126.42,39.24,204.2,111.04,248.02,346.15,52.46,174.43,11.37
197101,53.09,262.65,550.25,195.6,509.53,103.46,99.89,138.1,544.29,60.52,44.54,384.02,882.19,327.06,25.55,72.11,126.56,53.29,169.87,57.28,133.76,156.64,572.4,97.2,116.69,157.76,79.26,150.29,267.79,821.51,361.37,1407.84,41.28,76.03,1429.41,141.12,127.4,109.15,264.7,305.09,140.4,43.55,216.1,117.77,267.35,389.5,57.96,188.83,12.66
197102,55.87,267.92,572.64,204.25,538.82,117.23,112.77,145.49,571.9,68.05,46.43,425.47,913.25,349.9,27.25,74.68,133.8,59.7,177.11,63.2,144.4,168.39,582.72,119.5,120.49,192.07,82.39,159.82,276.24,829.43,370.81,1545.16,45.51,82.97,1483.27,168.86,138.99,120.54,288.83,315.05,162.46,50.02,232.77,126.05,267.83,422.96,62.71,204.5,14.95
197103,61.06,276.99,582.66,207.06,561.61,123.84,121.75,153.68,580.55,72.08,59.36,439.25,915.05,353.87,28.22,79.12,133.53,60.8,175.23,70.76,144.42,179.53,579.63,124.42,124.49,193.52,88.7,162.43,286.53,872.19,359.51,1448.59,49.08,86.84,1530.02,155.81,140.66,122.73,286.19,325.39,168.29,50.87,241.28,134.09,270.3,436.97,66.7,209.16,16.82
197104,61.92,287.82,624.78,211.86,614.81,134.93,139.96,160.24,621.95,74.97,66.31,475.48,936.16,364.6,29.79,78.66,135.75,64.9,181.95,70.84,149.8,183.14,594.13,127.16,132.42,187.06,93.82,172.42,311.99,894.23,366.45,1455.4,48.47,93.91,1637.9,181.91,160.28,127.67,287.1,346.53,173.04,55.97,256.38,146,295.66,455.5,70.66,221.13,18
197105,64.96,290.94,642.71,214.86,625.46,146.49,144.32,170.59,664.57,77.8,65.43,497.86,974.5,388.01,30.55,78.53,142.18,68.29,186.95,81.58,156.76,203.82,644.8,135.37,140.76,210.81,98.46,184.33,320.16,932.02,352.23,1520.83,47.07,96.48,1659.62,197.41,170.35,129.55,304.44,350.08,194.41,56.85,270.3,150.69,289.76,487.49,72.9,228.51,16.54
197106,59.9,281.66,654.39,211.42,572.66,147.35,144.78,160.11,656.2,74.53,61.07,499.69,944.27,382.38,28.56,75.44,133.98,66.93,182.36,78.88,149.32,201.93,609.2,129.51,137.26,194.75,94.35,180.66,295.16,882.13,337.28,1426.44,45.53,91.37,1538.88,218.62,163.42,124.67,293.07,340.71,169.27,54.99,264.27,152.29,268.69,470.58,68.69,216.71,14.33
197107,58.65,268.37,682.37,214.36,602.02,151.02,118.07,159.44,667.42,81.06,73.2,477.85,1076.32,388.96,27.64,67.99,131.76,74.08,175.35,82.75,145.41,204.82,570.09,126.15,140.66,185.62,91.28,179,251.87,875.67,354.58,1328.67,46.38,86.15,1519.79,232.89,165.8,119.55,271.07,345.82,165.03,58.17,256.66,142.78,255.55,461.9,68.27,205.9,14.31
197108,54.24,270.37,669.04,207.64,604.88,134.69,108.42,154.57,628.11,75.54,64.29,463.24,1057.35,372.84,25.73,64.72,127.94,66.86,163,76.11,138.56,190.74,551.12,113.7,139.16,171.33,92.47,168.88,223.66,856.76,345.72,1279.68,40.54,79.47,1375.68,177.28,153.47,113.51,254.34,330.66,156.78,54.61,248.88,131.89,249.59,462.88,61.2,201.42,11.93
197109,53.75,269.16,716.76,209.8,616.03,147.09,116.04,160.41,669.47,80.32,66.92,460.63,1095.77,399.9,26.89,69.54,135.85,74.4,175.49,80.77,150.8,211.4,601.42,117.56,151.29,175.09,86.49,162.98,232.95,839.32,335.53,1260.79,43.41,81.64,1460.98,185.1,158.83,121.19,255.26,338.67,181.35,56.91,263.84,138.21,262.61,492.55,66.12,216.92,12.18
197110,51.48,268.12,728.25,207.14,597.6,141.61,112.77,163.35,679.01,79.94,67.45,465.12,1101.38,399.77,27.1,69.15,138.42,73.73,162.36,81.83,148.66,213.84,602.44,116.96,149.99,186.1,84.12,158.67,214.21,825.35,329.19,1262.46,46.33,80.33,1437.43,163.37,154.29,124.12,245.83,337.76,180.43,56.65,265.09,138.02,264.66,479.42,70.15,213.39,11.7
197111,47.64,256.63,717.74,209.2,544.78,131.99,106.13,157.76,649.94,76.37,61.71,456.11,1073.22,372.27,27.02,63.15,130.28,68.01,145.22,71.82,136.65,198.96,567.43,111.72,139.07,170.83,68.27,139.3,193.16,786.29,336.77,1239.34,44.2,76.12,1402.77,134.69,141.18,112.55,235.8,323.46,176.87,54.53,255.54,134.85,267.32,457.47,65.62,204.31,11.05
197112,46.2,258.36,714.66,210.02,549.81,131.82,108.63,150.41,659.31,74.57,57.2,461.58,1077.31,365.12,25.76,59.6,124.9,63.87,142.18,67.22,133.12,197.72,560.33,111.68,128.23,166.95,69.37,130.97,185.94,782.21,330.77,1230.3,44.49,74.98,1428.03,118.18,145.32,104.01,227.61,320.71,176.86,52.94,255.65,135.75,273.03,456.52,63.97,202.73,10.59
197201,50.49,276.69,803.61,237.23,596.72,147.14,128.18,170.19,714.21,83.28,67.26,494.95,1159.71,395.38,28.83,68.3,136.02,70.03,162.69,77.38,149.93,220.79,595.28,129.68,144.06,190.67,72.06,148.79,217.29,849.9,356.19,1319.88,50.87,84.91,1581.48,141.65,163.27,117.83,255.82,359.38,194.12,60.33,280.7,151.95,289.2,464.66,66.42,220.24,12.11
197202,57.49,279.18,791.63,243.99,629.56,157.81,147.93,170.69,736.64,87.45,71.91,508.03,1188,412.3,31.89,72.96,137.4,74.73,169.23,78.98,154.66,225.85,612.54,154.37,138.99,209.68,83.22,157.53,236.8,849.12,353.72,1333.17,53.86,89.98,1729.26,155.55,174.7,122.94,246.6,358.69,208.87,64.51,278.17,166,288.92,458.93,68.39,226.64,14.24
197203,59.91,288.12,826.04,259.23,679.04,169.19,158.06,181.84,783.92,90.46,79.3,541.22,1269.94,421.27,33.9,74.19,141.28,77.07,179.88,80.91,159.82,231.93,614.56,162.76,135.92,208.17,85.71,168.46,228.41,864.95,342.85,1322.46,55.21,92.35,1746.44,139.91,179.83,131.31,246.49,377.08,217.42,67.57,293.23,180.1,286.55,456.64,72.27,226.84,15.17
197204,63.81,284.47,840.96,252.43,698.83,168.88,153.06,177.61,815.3,89.2,77.57,566.62,1262.83,430.95,33.8,73.94,142.46,77.18,180.19,80.47,163.54,239.57,643.73,161.2,132.27,211.17,85.65,169.24,199.57,823.73,340.92,1314.37,48.6,92.16,1782.43,139.91,175.52,138.37,257.09,386.66,219.73,68.16,299.35,185.21,301.07,482.21,75.68,238.42,15.9
197205,65.81,286.7,875.62,258.44,743.3,167.98,157.23,183.37,833.87,87.87,74.95,581.79,1272.44,440.07,34.83,72.67,146.33,80.93,180.51,81.04,169.94,254.32,626.23,162.71,126.46,223.25,83.25,169.9,208.09,825.66,330.16,1300.38,45.87,90.94,1800.42,163.37,175.69,139.56,274.41,378.71,224.22,70.22,295.27,188.85,307.38,507.22,74.45,237.87,13.77
197206,63.13,284.63,890.46,270.63,760.6,175.9,173.94,184.56,866.43,82.63,75.34,596.8,1319.69,443.58,34.78,70.3,141.51,76.78,178.52,75.62,174.03,264.09,602.24,166.54,124.23,216.3,88.26,179.66,190.83,848.76,327.35,1301.98,42.23,91.79,1868.35,152.07,178.14,152.38,269.52,393.31,230.25,70.9,299.83,197.13,298.84,492.48,75.39,235.34,13.31
197207,57.13,275.17,831.16,309.33,780.72,160.26,195.31,196.7,828.63,79.24,76.29,476.22,1374.81,424.7,35.36,67.7,136.25,82.15,165.8,65.71,169.14,277.23,572.19,161.79,122.9,130.86,87.36,192.39,163.07,808.16,329.59,1286.14,45.49,87.8,1858.84,144.76,172.82,148.91,247.52,392.94,209.32,74.98,266.58,190.85,289.24,440.86,63.45,226.2,87.53
197208,53.21,275.1,874.78,320.58,739.9,154.15,190.84,187.69,844.8,75.92,75.93,473.17,1432.13,427.66,33.57,59.21,133.38,77.07,158.89,65.01,167.75,265.6,565.64,164.42,118.53,139.13,90.22,181.51,144.48,799.4,328.43,1295.62,42.59,84.66,1898.9,125.8,168.72,148.41,240.32,412.75,203.85,71.14,262.2,178.33,299.18,418.36,56.42,221.02,77.38
197209,52.5,279.55,868.93,336.56,715.3,149.3,187.29,187.12,837.03,75.78,80.38,479.01,1440.9,458.12,34.26,57.4,135.06,78,171.21,67.68,175.44,265.84,585.94,166.15,128.32,147.67,88.84,188.69,160.67,892.52,345.82,1347.38,41.14,85.56,1946.18,107.82,176.1,146.2,249.27,409.64,204.61,72.52,261.2,175.02,321.83,445.05,55.45,231.01,82.73
197210,51.95,274.63,858,334,660.74,145.13,180.85,189.48,850.65,73.19,73.64,476.51,1437.12,442.81,33.75,55.17,130.18,79.72,164.27,62.01,173.16,260.12,584.83,162.53,124.23,139.8,82.97,184.86,136.04,891.47,344.98,1401.27,39.78,84.04,1928.02,112.82,173.15,142.22,235.3,405.37,191.35,70.78,260.53,175.45,324.65,434.05,52.52,230.09,76.65
197211,53.82,280.95,868.12,331.76,653.19,142.21,185.69,183.3,867.81,72.17,70.76,479.41,1463.15,442.65,32.31,55.47,130.12,80.54,160.74,61.54,171.1,272.97,563.6,158.37,127.65,131.21,80,185.62,128.84,917.76,366.8,1433.1,36.61,82.66,1838.24,85.86,175.71,136.27,247.83,413.36,196.89,70.18,261.99,183.26,326.37,455.57,47.99,233.76,76.67
197212,54.58,304.56,875.19,347.31,715.09,151.26,188.97,190.78,868,79.3,61.65,467.45,1462.56,467.07,32.96,60.34,140.38,84.19,180.85,62.94,182.95,279.94,622.64,172.34,129.59,137.29,82.05,193.21,149.11,968.15,388.06,1517.85,41.15,85.75,1854.07,84.86,186.44,144.32,272.71,427,207.04,72.82,278.4,193.69,323.57,490.54,52.59,255.01,82.38
197301,53.03,316.49,902.4,343.48,690.73,156.87,210.83,195.4,905.82,76.71,61.92,483.67,1518.18,477.4,32.15,59.56,136.78,88.33,170.46,64.43,181.68,280.66,620.99,165.5,126.71,131.82,85.1,198.42,143.65,978.16,382.09,1536.93,39.6,85.14,1901.92,75.88,186.8,152.88,275.63,427,198.85,73.54,283.59,201.3,326.06,469.12,50.09,252.87,82.15
197302,52.19,309.45,882.47,325.45,691.47,133.64,187.96,178.39,872.45,72.27,48.27,462.94,1517.52,464.93,32.27,55.1,126.11,81.75,169.63,58.92,173.66,264.42,583.18,151.51,124.46,126.69,91.83,202.6,163.59,1024.01,364.45,1504.38,35.02,80.85,2012.89,64.89,171.55,149.89,260.42,414.43,178.06,68.28,272.26,192.84,308.08,426.15,45.62,229.89,77.27
197303,51.18,299.9,849.43,331.29,679.14,115.72,169.98,169.3,862.61,65.1,42.34,438.01,1522.45,460.74,30.38,50.39,117.91,71.72,165.38,55.9,166.7,247.08,540.07,142.29,123.23,117.38,96.04,211.85,163.39,951.95,354.87,1419.74,30.97,74.03,1973.81,77.87,160.67,139.15,250.84,396.76,168.49,63.83,255.81,168.72,289.21,402.98,41.55,214.86,70.58
197304,49.61,293.22,849.92,332.79,682.27,110.52,162.61,166.44,850.49,61.84,35.68,437.14,1540.15,463.44,29.45,50.54,115.75,72.39,171.33,57.53,159.5,247.05,527.43,139.82,121.04,120.79,95.37,208.2,164.47,981.57,345.92,1423.07,29.48,72.53,1978.16,78.87,151.79,134.27,247.85,406.06,174,59.82,240.61,170.95,287.71,400.89,40.41,212.5,80.41
197305,45.35,277.44,833.46,315.84,621.08,101.58,157.95,149.28,803.52,55.01,30.9,412.78,1455.99,445.84,27.2,46.86,112.86,65.14,172.81,54.34,149.39,225.9,510.15,126.84,121.53,112.96,101.73,201.81,148.26,979.75,342.54,1435.36,25.69,68.12,1862.85,56.91,136.53,125.59,252.27,379.5,159,55.13,223.57,141.37,270.11,371.69,36.65,188.83,66.87
197306,41.76,274.77,832.09,313.63,604.68,94.92,148.66,145.7,799.06,50.77,27.19,398.56,1484.81,439.01,26.13,44.07,108.28,60.01,162.63,50.73,144.66,228.92,474,118.34,124.23,107.3,105.82,198.59,145.24,939.22,341.38,1406.64,20.86,62.85,1805.58,40.93,136.5,120.13,248.55,390.89,141.43,51.77,219.5,133.33,263.73,358.74,32.06,181.4,50.3
