Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
197307,26.91,166.03,431.29,203.03,639.46,51.86,71.79,78.16,512.51,31.87,13.84,214.2,852.31,304.6,21.28,32.33,69.28,33.87,128.64,62.44,92.9,158.03,345.24,94.89,91.77,61.51,108.11,153.38,84.72,634.93,277.88,954.83,21.12,31.31,657.36,9.22,80.25,52.81,143.86,256.96,85.41,28.06,133.55,60.1,174.94,101.39,23.54,100.08,51.33
197308,31.51,179.48,444.99,213.88,673.36,60.73,81.58,90.69,538.75,35.9,17.67,231.94,906.29,326.06,23.89,35.49,77.98,40.51,137.58,71.04,104.31,174.44,367.48,111.61,101.79,65.9,109.76,171.9,81.14,640.16,270.12,951.88,25.97,36.82,664.44,11.22,92.41,61.42,161.15,264.65,92.86,32.74,147.47,72.29,189.89,113.27,26.35,109.29,55.02
197309,32.37,177.5,431.55,210.07,619.25,60.17,80.31,89.36,515.94,32.92,15.89,230.53,843.44,318.71,22.09,33.73,76.12,40.44,137.78,72.76,107,164.85,352.38,105.94,98.93,66.61,99.87,176.01,72.14,612.45,262.44,903.21,24.48,36.53,645.22,9.66,89.79,58.01,178.12,269.95,88.67,32.32,140.73,70.97,188.9,112.04,24.06,105.79,53.56
197310,36.37,190.61,452.73,207.7,627.02,67.13,76.8,96,516.22,36.09,19.03,235.98,845.25,351.34,24.85,35.93,83.56,46.65,151.18,76.83,116.53,180.67,378.36,112.69,112.42,69.05,102.48,197.29,93.12,668.15,282.15,970.59,26.55,40.27,590.91,10.46,101.89,66.12,189.28,284.51,100.2,36.26,150.62,79.57,205.47,120.8,25.87,113.55,56.37
197311,34.87,186.06,440.33,210.99,623.74,64.15,74.03,91.84,524.62,33.51,17.46,239.37,862.13,362.79,22.68,37.4,84.07,49.03,162.21,83.84,120.66,178.26,359.46,111.32,114.5,68.93,110.98,210.36,103.69,709.44,271.1,916.78,24.05,38.87,653.6,10.99,100.42,69.16,196.28,282.1,100.94,36.42,145.91,75.89,208.53,115.27,25.47,112.7,56.4
197312,29.26,162.8,398.35,187.63,569.61,49.4,52.24,76.1,459.43,25.21,15.14,220.42,808.43,296.08,18.85,31.38,70.41,41.78,137.65,79.81,104.77,161.67,278.62,87.49,110.99,57.37,118.2,193.88,91.13,668.52,237.74,837.87,18.92,33,606.14,7.72,82.41,55.5,165.91,245.37,85.64,29.93,120.93,53.98,181.41,106.11,20.42,98.84,49.23
197401,30.24,161.8,387.34,197.19,582.02,46.12,52.74,72.61,448.12,22.99,15.42,219.1,781.18,312.59,17.94,29.33,70.15,44.18,153.47,85.88,107.55,144.1,270.92,79.97,131.27,55.06,141.75,203.68,100.5,725.42,244.59,873.12,19.94,33.48,576.17,6.27,82.05,55.93,182.82,245.23,92.18,28.02,119.84,56.67,184.68,108.94,18.79,101.42,49.23
197402,30.92,171.43,366.35,195.55,599.12,50.27,57.21,70.81,438.78,25.37,15.2,211.34,762.94,319.36,19.61,32.5,74.05,45.63,161.04,80.28,104.29,145.15,301.63,88.26,130.83,64.13,157.44,209.66,105.97,667.9,254.42,890.64,21.4,33.77,581.59,8.6,86.11,58.38,182.07,246.25,92.44,29.54,129.26,57.98,185.24,106.87,21.17,101.9,49.72
197403,35.19,173.09,357.48,191.7,605.44,48.84,58.38,66.84,422.28,26.09,14.65,202.11,756.94,323.72,19.02,32.29,77.07,47.25,164.82,77.72,104.53,141.74,297.28,95.74,127.68,69.62,157.04,213.71,111.74,657.46,253.2,941.6,21.03,33.61,579.18,8.74,88.5,58.14,179.43,248.95,99.3,30.18,131,55.25,189.18,104.88,20.84,103.68,49.27
197404,34.63,170.99,341.49,186.8,568.18,51.37,60.45,70.49,421.06,25.74,14.28,217.12,758.56,327.97,17.73,33.44,77.32,46.25,161.97,71.86,99.41,138.53,297.51,90.94,117.14,66.28,164.16,193.4,116.9,638.87,242.83,895.3,21.49,32.7,579.57,8.83,81.6,59.14,181.98,245.09,94.99,30.56,125.76,57.14,179.73,99.91,20.33,99.49,47.83
197405,31.3,166.15,327.23,179.87,552.05,48.4,55.53,65.9,405.7,25.06,12.53,212.85,777.64,333.72,16.74,33.42,73.7,43.86,163.47,66.73,96.09,132.43,290.25,90.68,105.08,67.23,143.89,181.19,119.53,596.85,212.91,847.78,19.68,29.97,568.91,8.68,77.98,56.17,173.15,242.43,91.14,30.14,123.81,56,172.11,90.31,18.28,93.22,45.23
197406,29.1,158.68,323.22,178.4,578.21,49.44,56.37,64.72,417.1,23.44,11.49,218.46,768.75,331.84,16.71,31.4,67.28,41.21,149.05,58.18,91.65,124.05,299.69,87.6,90.53,64.58,131.53,166.17,109.67,547.36,200.52,823.33,18.35,27.19,536.75,8.19,77.06,55.61,161.1,238.09,86.37,29.08,126.94,54.31,154.4,82.67,14.84,84.09,42.29
197407,36.39,157.84,320.29,171.68,576.9,46.42,53.51,67.74,418.79,22.84,10.83,209.68,742.67,340.19,16.34,30.74,64.57,43.41,153.57,60.27,91.74,117.24,296.32,89.73,97.65,67.12,127.87,168.3,87.86,518.82,195.67,835.96,16.74,27.07,540.32,6.59,73.46,52.74,153.59,241.96,85.51,27.18,127.33,53.53,151.97,78.21,14.46,77.83,40.28
197408,34.97,142.87,256.1,152.26,537.63,40.43,47.53,64.6,361.99,21.97,10.59,182.24,635.31,325.01,15.31,29.99,61.18,38.18,161.1,55.26,85.52,111.71,266.32,84.19,90.43,64.79,154.84,169.64,79.72,517.8,195.96,772.21,16.01,25.2,520.46,5.58,64.73,46.42,154.16,218.74,79.39,26.16,109.83,45.04,142.31,70,13.98,73.35,37.21
197409,34.07,130.13,219.52,124.7,517.37,42.14,44.8,56.07,319.64,20.95,9.28,160.54,586.6,290.6,13.55,27.64,54.41,38.62,146.41,49.51,76.69,96.44,255.19,76.71,77.16,65.07,142.61,148.93,78.6,468.29,176.91,776.81,14.84,22.23,490.25,5.4,62.59,44.3,136.63,201.7,71.13,23.47,94.6,43.14,125.37,61.01,11.82,64.6,33.74
197410,30.95,121.39,160.3,102.93,453.44,34.8,34.3,51.87,265.23,18.89,8.57,136.93,493.6,260.57,11.64,24.74,47.75,33.86,134.2,44.02,67.66,83.37,238.31,71.8,66.46,58.83,105.05,137.86,73.56,430.9,173.15,745.34,13.92,21.05,415.28,5.19,52.83,36.27,119.48,171.68,65.11,20.88,84.35,35.05,113.28,58.53,11.14,59.81,29.92
197411,37.07,144.32,198.26,112.91,555.27,38.47,37.62,52.48,308.98,19.71,9.73,165.68,650.08,306.72,12.31,25.84,54.68,41.18,143.48,51.64,83.43,100.02,234.32,76.71,78.98,61.96,132.8,161.71,107,520.39,196.21,826.23,17.18,24.22,498.92,4.98,57.45,40.96,136.93,207.08,77.19,24.43,90.89,41.64,141.26,74.75,11.7,69.61,36.34
197412,36.18,142.49,180.9,107.78,555.19,36.81,36.71,50.34,291.41,17.35,9.79,158.36,643.76,274.31,12.99,21.99,51.88,38.67,138.9,52.9,80.92,91.75,216.35,75.8,77.61,58.92,124.37,158.12,120.97,506.22,193.88,788.61,16.93,23.16,470.77,4.58,55.24,37.78,129.88,183.81,71.34,23.21,85.16,39.03,140.64,74.6,10.82,67.96,35.96
197501,32.99,145.17,179.89,98.75,565.23,31.09,36.39,49.1,274.85,16.65,9.1,157.01,635.38,263.25,11.03,21.53,48.84,34.8,133.25,50.64,77.64,87.26,215.71,71.43,70.84,52.64,104.37,149.82,121.51,513.06,190.77,797.54,17.76,22.66,443.26,4.06,52.72,36.69,122.62,170.16,68.19,22.66,83.56,35.2,135.92,73.64,9.36,66.62,33.8
197502,35.9,170.81,226.95,124.52,594.32,39.44,49.51,60.43,322.12,22.19,12.41,168.16,621.46,290.52,13.52,25.85,62.37,38.77,156.86,56.29,86.53,103.86,261.9,84.94,80.99,63.27,111,171.55,142.91,544.91,225.52,886.09,20.44,28.37,499.2,5.69,65.24,43.52,141.1,180.64,79.91,26.65,105.95,44.98,167.5,80.66,13.74,77.34,39.01
197503,36.66,177.32,240.57,143.78,569.07,41.61,60.12,66.93,360.2,22.31,15.62,192.28,719.49,314.19,14.5,26.65,64.38,42.88,157,61.86,92.79,115.74,259.95,91.31,85.82,65.17,124.37,184.59,149.91,552.33,225.48,919.75,21.92,29.87,577.22,5.78,69.52,52.14,147.92,200.02,83.83,28.21,110.32,52.67,165.41,83.5,13.63,77.3,40.46
197504,36.58,181.5,273.19,149.98,601.25,46.96,70.06,73.15,374.87,27.42,16.27,192.73,729.37,335.28,16.34,28.76,69.55,48.36,176.71,63.59,97.85,120.28,280.12,103.17,84.59,63.89,131.07,201.39,176.75,537.81,222.13,908.48,22.71,31.28,566.57,7.74,74.02,57.6,157,193.95,87.02,30.31,122.24,59.27,169.38,86.13,16,78.81,41.54
197505,38.86,181.65,283.53,144.48,631.76,51.84,74.28,79.18,399.52,28.89,18.41,197.57,730.06,391.39,17.68,31.36,72.11,51.83,193.2,63.59,103.73,131.51,288.23,115.25,88.25,67.58,124.39,226.86,215.18,573.22,217.27,899.86,23.1,31.93,588.76,6.94,80.93,63.55,175.3,214.4,90.71,31.72,123.1,68.03,172.4,83.59,14.46,81.35,43.42
197506,39.69,193.66,309.09,151.24,638.35,51.82,79.22,83.05,411.08,29.4,22.4,204.99,792.96,390.9,19.91,32.64,75.69,54.31,183.68,66.03,108.45,149.06,299.63,132.32,94.03,68.83,136.25,238.66,264.99,636.62,233.53,941.97,24.6,34.25,609.09,7.21,89.38,68.86,172.94,229.29,90.5,33.09,129,70.63,183.07,92.58,15.07,85.19,45.91
197507,42.97,207.9,298.9,204.16,745.06,54.12,86.94,88.05,421.38,31.74,23.37,194.22,774.12,382.1,18.69,34.73,77.91,61.43,188,82.33,117.42,145.16,331.03,144.33,93.23,81.66,139.3,267.54,202.48,634.64,267.57,961.26,26,36.86,623.42,7.64,95.03,72.5,176.66,222.77,91.45,33.75,142.48,73.99,197.38,98.22,15.87,87.75,47.45
197508,41.3,200.91,270.35,204.23,695.14,50.66,80.71,83,392.85,30.53,21.24,176.48,674.82,370.97,18.18,33.39,74.54,55.21,175.06,79.93,112.2,135.8,334.03,132.82,92.54,78.35,128.94,257.82,195.8,605.44,253.33,920.71,25.4,34.23,562.72,8.89,86.87,66.29,176.06,203.41,88.76,33.29,130.63,67.29,186.92,90.02,14.47,81.52,45.09
197509,37.35,198.19,258.6,194.18,657.79,48.28,80.48,80,374.23,28.68,19.6,172.05,649.99,376.15,18.01,32.51,73.3,53.62,179.96,75.61,109.84,127.42,322.49,133.49,88.85,72.14,111.19,236.67,187.96,596.61,247.77,875.4,24.79,32.72,549.39,7.17,83.15,59.63,185.24,198.17,85.49,32.13,131.08,65.22,171,84.64,13.33,77.89,42.86
197510,35.57,194.3,241.93,182.22,666.33,45.54,80.67,75.9,358.01,28.58,18.71,160.74,607.2,343.33,17.35,32.27,67.86,51.85,170.2,70.58,105.36,117.81,317.98,128.61,81.21,66.74,102.48,229.72,190.12,588.88,244.52,861,25.21,30.34,547.61,6.66,81.18,59.84,171.64,187,84.04,30.86,126.23,63.08,152.47,80.09,11.97,72.95,40.27
197511,39.65,220.48,279.48,183.63,707.61,45.82,82.14,81.59,391.32,32.15,19.54,179.09,670.84,365.39,18.38,34.75,71.71,51.6,164.59,69.39,108.19,117.82,347.21,131.75,78.63,70.83,98.67,223.44,159.57,582.96,258.89,919.65,26.12,31.43,605.69,7.23,84,63.33,185.23,206.89,87.76,32.01,140.81,70.34,158.07,85.06,11.78,77.27,41.81
197512,38.69,228.65,297.27,187.89,743.57,49.34,82.97,84.96,404.82,34.8,20.86,188.22,728.8,371.52,18.99,36.25,74.75,48.9,166.23,63.85,108.95,125.92,359.3,128.63,84.43,74.56,89.93,220.1,164.06,568.95,264.88,969.92,26.44,32.87,637.48,6.85,87.4,63.03,190.74,219.62,92.37,32.79,146.36,77.01,165.55,92.3,11.72,79.36,42.83
197601,37.81,224.55,284.45,187.87,739.63,47.68,82.29,84.65,390.17,34.59,20.06,178.49,679.32,374.38,18.45,35.79,74.66,51.52,169.53,61.56,109.57,119.28,362.97,123.98,81,72.4,94.19,221.26,183.52,575.53,266.75,965.35,25.87,32.28,639.3,6.25,86.57,60.7,190.22,209.16,94.11,33.03,141.28,76.18,166.58,88.25,12.09,79.83,42.11
197602,41.54,238.16,318.84,217.73,795.11,59.65,97.19,97.83,438,42.34,23.72,195.54,727.63,449.22,22.45,42.99,89.19,56.96,205.5,76.81,130.49,140.05,412.65,147.11,91.8,84.51,100.14,255.49,221.95,623.4,287.73,1057.02,28.77,37.22,749.96,8.8,104.68,72.58,231.49,236.39,107.83,38.39,152.75,85.78,188.54,93.48,14.56,91.2,46.83
197603,41.19,229.65,299.5,220.76,780.08,64.02,97.42,103.81,427.82,45.23,25.71,184.9,672.28,458.91,24.47,44.87,93.84,59.82,214.43,80.65,135.85,144.71,427.43,153.13,97.14,91.23,108.7,256.79,224.2,597.85,275.45,1080.74,30.16,39,747.68,10.72,108.42,73.81,248.84,228.75,115.41,41.39,159.31,90.8,185.26,97.64,16.5,94.13,48.42
197604,41.86,232.01,308.26,220.49,784.47,63.64,100.95,101.44,440.03,47.37,24.91,189.99,723.64,441.77,24.1,44.91,96.63,60.53,216.34,78.42,136.38,147.43,447.75,162.3,101.6,91.25,104.15,274.04,214.5,642.49,277.42,1083.45,29.98,38.74,779.46,10.34,111.45,78.02,241.86,243.78,112.6,41.49,166.62,91.86,193.61,99.68,17.24,95.94,48.87
197605,41.16,232.11,305.94,210.99,773.52,66.03,96.34,99.39,420.4,46.29,24.38,186.16,687.7,446.25,24.46,42.75,97.72,59.54,224.01,78.41,135.97,148.4,453.5,169.49,96.48,93.21,111.21,276.97,239.06,665.74,277.76,1102.05,29.42,37.47,756.15,10.06,107.75,73.17,239.16,238.79,112.97,40.91,158.42,86.63,187.41,95.77,16.94,94.52,48.77
197606,39.11,232.26,302.11,199.08,749.2,68,92.73,97.52,409.99,42.22,23.9,181.79,663.7,436.65,24.04,40.25,93.91,56.57,223.04,81.92,138.8,145.6,435.3,173.2,92.5,99.86,108.14,276.4,262.99,694.72,271.62,1055.56,29.36,36.93,757.12,8.47,107.7,73.65,247.01,223.16,114.29,41.23,148.32,80.45,184.51,91.24,15.51,92.59,47.89
197607,38.35,237.62,314.07,209.18,755.13,67.86,91.92,99.55,415.29,42.24,23.06,176.59,697.31,426.63,22.25,40.4,94.36,61.26,240.36,78.74,143.85,158.92,439.36,202.05,100.64,92.52,102.7,334.86,267.27,661.5,300.93,1111.36,29.98,39.19,818.28,10.2,109.53,77,235.99,217.76,118.05,39.94,141.53,82.98,217.95,98.4,15.83,94.17,40.56
197608,39.09,242.36,326.07,208.24,775.38,68.77,84.97,101.32,405.29,41.47,22.97,180.06,690.14,416.87,22.94,40.43,92.12,59.3,234.52,74.72,142.48,156.95,445.71,192.22,99.56,101.48,96.72,323.45,248.49,657.24,307.82,1125.06,29.89,38.6,796.96,9.35,108.48,74.07,224.57,230.4,120.45,39.47,139.61,78.95,216.82,104.83,15.79,94.38,41.01
197609,37.39,240.49,324.68,205.41,799.13,64.92,84.11,99.81,401.91,40.05,22.15,182.33,702.91,401.16,22.12,39.4,90.53,60.2,226.48,72.28,138.97,153.27,440.54,192,100.34,100.21,86.22,316.88,226.84,647.05,314.07,1163.69,30.16,37.61,793.66,7.66,108.62,66.48,221.43,231.39,115.02,38.48,145.66,77.48,212.41,108.26,15.42,93.93,40.16
197610,38.13,240.56,324.28,200.06,850.19,64.57,83.71,104.92,402.07,41.14,23.89,186.6,729.9,401.86,22.16,38.92,93.61,62.65,229.94,73.92,139.32,159.95,466.04,200.01,101.79,97.08,91.52,318.47,243.05,692.85,325.23,1178.95,31.66,38.6,814.68,7.35,111.62,69.1,224.35,248.33,114.39,38.58,146.09,76.58,208.05,110.02,16.39,94.92,40.79
197611,38.09,238.28,311.16,194.33,851.12,62.12,85.81,104.5,390.54,40.63,23,177.49,717.46,391.15,21.83,38.32,95.09,60.34,215.46,68.1,135.26,151.76,456.85,187.67,102.76,95.89,95.44,312.08,231.8,678.22,320.85,1193.78,31.36,37.43,785.74,7.53,104.96,64.5,220.35,234.32,109.72,36.93,145.95,74.31,210.5,110.68,16,95.19,39.89
197612,39.14,242.84,302.5,177.76,865.34,62,83.98,108.67,386.79,43.83,24.13,173.15,635.24,369.47,22.39,38.47,98.54,60.35,213.78,67.52,138.59,150.07,452.8,194.34,102.41,100,99.48,239.76,232.68,682.52,328.49,1216.44,32.23,38.27,785.45,6.76,107.89,69.05,222.84,232.11,114.91,37.77,153.37,77.04,210.98,113.66,16.74,97.44,40.65
197701,42.83,256.33,304.14,207.91,897.7,68.62,96.7,117.94,403.29,46.97,27.13,177.68,692.72,410.2,23.77,40.56,105.8,65.59,223.7,72.45,146.82,154.68,502.57,204.04,112.33,105.47,101,255.79,247.3,733.34,348.04,1255.02,35.07,42.7,809.94,7.98,114.27,70.23,238.58,239.25,121.2,40.35,155.88,79.75,234.7,121.76,18.54,105.41,43.78
197702,41.2,245.47,287.51,182.71,851.34,64.67,93.06,115.1,369.2,47.09,28.66,158.28,644.56,386.51,24.33,39.82,100.46,62.71,214.58,73.33,139.57,149.07,491.59,198.09,115.85,108,101.13,247.16,241.85,730.49,349.34,1256.16,35.29,42.2,782.9,8.33,109.95,64.4,214.43,225.79,116.54,39.98,144.5,71.35,222.18,114.42,18.41,101.91,42.6
197703,43.51,241.95,292,183.78,843.53,62.22,88.24,107.5,359.67,44.83,26.13,159.55,642.39,381.84,23.8,38.15,98.67,63.75,214.54,69.4,139.23,147.65,471.85,196.52,112.59,104.1,116.92,233.14,249.21,709.83,334.66,1251.61,32.92,41.21,777.52,8.48,107.22,62.69,215.46,227.38,112.32,38.96,142.9,69.58,216.85,114.62,17.88,100.02,41.83
197704,41.54,238.59,288.84,176.64,818.17,62.13,87.2,105.62,347.05,44.13,25.85,163.51,626,382.85,23.46,38.12,99.83,64.54,215.45,68.04,145.4,153.41,452.23,194.43,122.71,104.01,116.69,239.16,251.92,694.22,333.3,1235.5,32.44,41.54,772.16,7.86,108.04,64.98,217.71,227.02,111.95,39.39,138.39,65.6,213.47,113.08,18.2,99.71,42.05
197705,41.53,240.42,289.34,173.25,834.97,59.15,87.87,107.44,344.71,45.14,26.24,154.63,616.69,384.72,22.95,39.23,102.1,68.04,219.51,78.08,150.37,160.02,461.19,203.3,127.48,112.71,111.34,241.1,241.33,725.69,338.07,1243.62,32.31,41.91,736.11,8.12,110.79,63.59,224.1,228.61,117.53,38.44,132.59,66.18,212.89,120.38,19.35,102.02,42.65
197706,43.62,240.46,283.1,168.47,839.06,56.36,89.53,107.37,337.46,42.82,26.53,153.34,597.57,368.19,22.7,37.57,98.31,67.51,207.23,79.13,150.89,155.74,451.46,207.04,122.84,116.91,106.02,220.55,215.37,716.84,342.77,1245,32.76,41.9,707.13,8.22,111.79,66.42,210.84,230.64,118.31,38.63,127.1,67.5,206.76,120.41,19.37,101.48,42.45
197707,43.51,245.68,293.86,163.3,868.17,61,95.12,118.91,358.57,45.19,28.93,153.14,610.39,371.67,44.05,39.06,95.81,52.07,205.42,79.9,156.4,155.3,471.19,232.28,114.29,108.99,108.34,189.28,220.73,683.68,382.54,1222.11,32.64,44.87,665.89,6.71,113.41,71.5,221.12,231.82,128.24,39.55,128.74,76.6,213.76,125.31,19.99,104.61,40.29
197708,43.04,254.75,307.26,156.83,884.49,63.81,93.17,118.21,351.92,44.82,29.76,150.2,597.75,360.68,42.69,39.15,92.28,51.62,190.06,78.46,145.58,157.68,467.81,226.95,113.91,110.71,110.98,176.9,200.01,682.43,384.13,1211.49,32.32,45.16,675.44,6.48,109.2,70.94,211.92,228,125.14,38.91,129.18,78.05,220.94,127.08,20.32,103.83,40.63
197709,42.08,250.85,315.14,158.86,898.23,61.85,95.56,116.04,361.88,44.76,29.56,155.48,616.52,347.47,41.14,39.02,90.41,50.75,178.21,82.86,143.03,155.44,462.88,218.32,111.43,102.57,113.97,173.98,189.84,637.34,368.59,1168.23,32,45,680.28,6.19,106.47,72,206.28,229.24,120.8,39.06,135.31,82.23,219.98,127.37,20.73,101.51,40.4
197710,40.33,251.19,315.99,159.85,886.53,60.42,93.42,115.07,360.17,46.18,32.13,157.38,604.72,344.88,42.09,39.75,89.25,48.03,167.66,81.95,145.24,155.91,488.24,209.92,120.1,102.66,123.15,166.99,189.17,642.05,373.92,1205.36,32.71,45.06,662.43,6.4,105.96,72.32,203.52,226.55,119.47,38.85,133.97,85.28,216.61,128.04,20.32,99.73,40.81
197711,38.68,237.89,305.71,152.88,865.77,54.39,90.51,116.78,335.78,45.67,31.33,160.57,587.75,333.23,40.63,38.03,88.07,45.02,166.78,79.55,136.87,152.77,464.54,203.26,115.89,92.83,116.82,153.84,183.76,624.74,360.47,1144.83,31.76,43.9,646.74,6.32,101.46,68.46,192.44,221.05,114.42,37.34,130.24,79.56,203.6,121.39,19.21,95.59,39.16
197712,43.2,244.41,312.97,160.58,882,59,100.97,124.79,341.17,49.84,34.42,171.7,621.9,357.53,43.18,40.41,94.53,47.12,168.04,82.95,146.43,159.46,460.37,218.78,118.39,110.66,120.11,159.58,191.55,639.6,372.53,1154.16,34.46,46.97,679.32,6.73,108.54,73.19,197.84,224.33,122.04,39.55,138.57,86.89,213.82,130.37,21.14,100.16,41.49
197801,44.8,244.51,313.95,155.52,863.36,58.25,112.73,131.12,341.25,49.83,38.64,172.41,642.32,364.97,44.56,39.8,91.97,47.55,175.16,87.2,147.94,159.91,470.63,221.82,115.01,128.59,119.24,166.24,185.9,651.59,369.25,1175.55,35.2,47.44,720.95,6.81,109.55,74.4,202.9,225.77,124.46,41.12,135.94,88.06,210.05,128.81,21.59,101.49,42.33
197802,42.21,235.09,299.42,154.72,809.78,56.36,104.12,121.86,315.5,47.32,36.58,162.72,637.12,340.92,43.13,39.14,86.44,44.55,166.92,86.69,137.79,154.7,439.62,206.71,107.83,124.33,123.84,154.03,175.23,604.9,350.59,1126.57,33.37,45.28,693.55,6.56,102.89,68.93,192.95,216.02,123.48,38.93,126.67,81.65,198.89,120.88,21.07,95.49,40.64
197803,42.27,234.29,296.49,154.12,807.49,55.63,103.49,123.59,304.29,48.46,37.7,156.83,612.21,322.17,43.53,38.85,86.04,44.58,160.89,87.56,137.3,150.16,439.18,214.12,103.37,122.35,116.85,150.62,178.93,591.74,346.18,1155.92,33.69,46.25,658.3,6.86,100.05,67.77,184.44,214.4,121.14,39.04,124.43,84.99,195.84,122.53,21.38,95.15,40.44
197804,46.04,238.17,312.58,157.87,836.5,60,113.22,137.99,310.26,52.25,41.47,162.79,637.96,337.23,47.97,40.5,90.54,47.12,170.63,55.32,141.9,154.68,465.14,234.52,109.75,139.54,120.39,158.6,167.52,612.01,352.7,1209.57,36.12,50.11,632.78,7.65,106.93,69.3,191.15,220.78,127.68,41.34,126.79,90.33,205.3,128.44,23.88,98.96,42.52
197805,46.64,251.77,369.8,164.55,908.2,65.19,129.46,151.25,354.32,56.32,44.24,185.09,692.65,380.51,52.7,43.27,99.54,52.63,184.97,59.07,159.89,173.76,501.81,270.39,124.06,146.73,114.31,166.31,204.89,658.86,351.52,1245.21,38.16,53.72,728.13,8.76,120.41,80.09,211.32,245.65,139.5,44.77,140.97,101.73,225.56,143.38,26.12,108.63,46.2
197806,53.24,259.77,381.6,172.15,924,69.48,142.49,160.42,368.27,58.52,48.95,187.19,744.03,383.18,56.39,44.55,103.22,54.34,190.64,62,169.44,187.84,488.32,301.85,165.25,149.67,127.89,170.22,218.04,660.4,350.88,1222.54,40.59,56.5,724.26,9.32,125.3,83.46,218.52,269.43,144.95,46.51,141.27,111.12,227.22,144.52,27.32,109.91,48.05
197807,58.29,262.68,409.52,168.34,933.03,61.49,129.39,163,353.6,54.9,48.6,191.14,745.95,361.85,58.43,44.5,99.26,48.46,169.53,64.53,164.21,171.77,459.15,304.99,285.26,315.64,118.2,155.15,198.71,614.87,373.9,1254.7,55.17,52.09,673.81,15.24,125.42,83.09,205.92,272.09,142.62,45.28,135.69,110,205.36,141.6,27.59,104.29,44.03
197808,61.73,264.53,419.76,186.43,975.14,66.52,142.69,174.58,379.09,55.72,57.18,201.96,813.99,379.56,60.84,46.5,108.01,49.85,182.69,67.16,173.69,189.28,487.49,367.03,313.08,357.29,130.5,169.47,203.22,645.68,384.65,1272.5,58.38,56.17,749.84,18.18,133.22,88.3,226.55,292.24,158.74,48,142.8,115.79,216.66,149.03,28.83,109.83,46.59
197809,64.83,272.25,436.42,185.17,980.31,68.37,155.27,189.45,387.86,59.28,57.2,208.16,809.23,395.63,62.24,51.29,116.58,55.28,182.51,70.71,180.03,191.16,493.31,382.11,363.01,367.06,128.14,180.29,201.38,672.45,382.73,1329.28,64.43,59.18,789.39,21.78,140.55,91.76,243.77,303.55,167.88,52.1,149.88,130.15,226.65,157.67,31.85,116.8,49.9
197810,65.37,277.45,420.59,186.6,997.46,67.64,146.82,187.11,377.04,58.12,56.44,202.21,786.23,392.89,59.6,52.54,113.28,56.27,184.42,69.1,179.76,181,497.15,351.21,353.62,352.98,130.52,192.69,201.74,708.63,379.44,1341.42,60.35,57.39,747.16,20.05,136.6,91.14,238.67,289.91,162.46,51.11,147.68,131.26,224.85,153.87,30.09,115.89,49.34
197811,51.21,248.84,379.84,159.11,915.29,56,121.78,162.51,341.49,49.05,42.62,171.52,693.31,357.89,50.5,42.41,96.97,43.44,161.91,57.72,155.08,156.33,443.29,296.79,289.07,314.06,118.93,171.42,165.1,630.77,349.92,1306.95,49.56,46.94,698.87,14.48,114.43,74.36,212.9,271.66,127.8,42.52,129.13,101.45,203.25,134.06,22.16,103.14,40.88
197812,56.13,248.45,405.12,165.49,930.17,56.2,135.59,165.43,351.52,50.45,47.27,182.54,721.64,358.31,51.78,44.08,97.08,45.05,163.27,59.26,159.54,159.74,434.74,325.31,300.86,334.7,102.23,174.5,174.83,668.81,357.45,1326.77,50.71,49.46,741.04,16.32,122.59,80.84,214.24,282.94,133.24,45.37,130.86,106.22,203.65,139.5,23.2,105.01,42.52
197901,56.96,250.93,419.47,169.97,950.14,55.44,140.34,170.16,360.32,51.12,54.37,180.15,750.24,357.25,52.57,40.07,98.3,45.28,163.33,58.09,164.72,155.06,432.39,343.99,310.75,352.37,108.83,180.96,171.49,692.25,350.37,1323.6,52.16,49.52,808.02,16.76,121.43,86.48,217.02,286.73,133.56,46.66,129.49,102.57,204.24,142.73,24.46,106.46,43.69
197902,59.78,256.95,419.15,181.01,955.31,58.84,147.07,183.75,372.54,56.96,53.01,190.48,755.99,379.57,56.02,43.24,106.72,48.42,184.87,62.89,174.83,165.73,455.7,361.08,319,366.46,119.59,201.12,180.13,718.06,370.62,1371.63,54.29,52.3,835.02,18.67,130.18,88.32,242.01,292.28,137.92,49.31,137.81,109.38,211.15,154.87,25.89,112.79,46.05
197903,56.99,246.62,414.17,173.04,918,54.31,141.6,178.67,352.46,55.08,51.3,173.63,724.65,368.35,53.28,42.89,102.76,46.93,177.71,59.19,169.61,155.42,433.6,312.48,298.17,344.28,127.8,199.18,179.18,716.35,361.38,1341.92,48.84,49.84,804.85,16.72,123.82,86.29,235.86,273.21,129.38,48.26,130.93,104.52,201.68,150.4,25.53,108.87,44.7
